"title","title_type","directors","imdb_rating","runtime","year","num_votes","rel_date","url","id","title_rt","year_rt","genre_rt","mpaa_rating","runtime_rt","critics_rating","critics_score","audience_rating","audience_score","actor1","actor2","actor3","actor4","actor5","director_rt","studio","link"
"Massacre in Rome","Feature Film","George Pan Cosmatos",6.6,110,"1973",808,"1973-10-04","http://www.imdb.com/title/tt0070592/","0070592","Massacre in Rome",1973,"Drama","PG","110",NA,-1,"Spilled",33,"Richard Burton","Marcello Mastroianni","Leo McKern","Peter Vaughan","Anthony Steel","George P. Cosmatos","HBO Video","http://www.rottentomatoes.com/m/massacre_in_rome/"
"Josie and the Pussycats","Feature Film","Harry Elfont, Deborah Kaplan",5.3,98,"2001",18463,"2001-04-06","http://www.imdb.com/title/tt0236348/","0236348","Josie and the Pussycats",2001,"Comedy","PG-13","99","Rotten",53,"Spilled",51,"Rachael Leigh Cook","Rosario Dawson","Tara Reid","Alan Cumming","Parker Posey","Harry Elfont","Universal Pictures","http://www.rottentomatoes.com/m/josie_and_the_pussycats/"
"Step Up 2: The Streets","Feature Film","Jon M. Chu",6.2,98,"2008",63783,"2008-02-14","http://www.imdb.com/title/tt1023481/","1023481","Step Up 2 the Streets",2008,"Drama","PG-13","97","Rotten",27,"Upright",76,"Briana Evigan","Robert Hoffman","Adam G. Sevani","Will Kemp","Cassie Ventura","Jon M. Chu","Touchstone Pictures","http://www.rottentomatoes.com/m/step_up_2_the_streets/"
"She's So Lovely","Feature Film","Nick Cassavetes",5.9,100,"1997",6913,"1997-05-15","http://www.imdb.com/title/tt0120112/","0120112","She's So Lovely",1997,"Drama","R","97","Fresh",66,"Upright",63,"Sean Penn","Robin Wright","John Travolta","Harry Dean Stanton","Debi Mazar","Nick Cassavetes","Miramax","http://www.rottentomatoes.com/m/shes_so_lovely/"
"Gentlemen Broncos","Feature Film","Jared Hess",6.1,89,"2009",8431,"2009-09-24","http://www.imdb.com/title/tt1161418/","1161418","Gentlemen Broncos",2009,"Comedy","PG-13","89","Rotten",19,"Spilled",42,"Michael Angarano","Jemaine Clement","Jennifer Coolidge","Mike White","Sam Rockwell","Jared Hess","Fox Searchlight Pictures","http://www.rottentomatoes.com/m/gentlemen_broncos/"
"Rugrats in Paris: The Movie","Feature Film","Stig Bergqvist, Paul Demeyer",6.1,78,"2000",7491,"2000-11-05","http://www.imdb.com/title/tt0213203/","0213203","Rugrats in Paris - The Movie",2000,"Animation","G","85","Certified Fresh",75,"Spilled",56,"Christine Cavanaugh","E. G. Daily","Cheryl Chase","Michael Patrick Bell","Cree Summer Franck","Stig Bergqvist","Paramount Pictures","http://www.rottentomatoes.com/m/rugrats_in_paris/"
"Dorian Gray","Feature Film","Oliver Parker",6.3,112,"2009",48463,"2009-09-09","http://www.imdb.com/title/tt1235124/","1235124","Dorian Gray",2009,"Drama","R","112","Rotten",43,"Spilled",39,"Ben Barnes","Rebecca Hall","Colin Firth","Rachel Hurd-Wood","Ben Chaplin","Oliver Parker","Alliance Films","http://www.rottentomatoes.com/m/1200873-dorian_gray/"
"The Amazing Spider-Man 2","Feature Film","Marc Webb",6.8,142,"2014",291477,"2014-04-10","http://www.imdb.com/title/tt1872181/","1872181","The Amazing Spider-Man 2",2014,"Drama","PG-13","142","Rotten",53,"Upright",66,"Andrew Garfield","Emma Stone","Jamie Foxx","Dane DeHaan","Chris Cooper","Marc Webb","Sony Pictures","http://www.rottentomatoes.com/m/the_amazing_spider_man_2/"
"The Sandlot","Feature Film","David Mickey Evans",7.8,101,"1993",53530,"1993-04-07","http://www.imdb.com/title/tt0108037/","0108037","The Sandlot",1993,"Drama","PG","101","Rotten",57,"Upright",89,"Tom Guiry","Mike Vitar","Patrick Renna","Chauncey Leopardi","Marty York","David M. Evans","20th Century Fox","http://www.rottentomatoes.com/m/sandlot/"
"Sherlock Holmes","Feature Film","Guy Ritchie",7.6,128,"2009",443319,"2009-12-24","http://www.imdb.com/title/tt0988045/","0988045","Sherlock Holmes",2009,"Drama","PG-13","129","Fresh",70,"Upright",77,"Robert Downey Jr.","Jude Law","Rachel McAdams","Mark Strong (II)","Eddie Marsan","Guy Ritchie","Warner Bros. Pictures/Village Roadshow","http://www.rottentomatoes.com/m/sherlock_holmes_2009/"
"The Fox and the Hound","Feature Film","Ted Berman, Richard Rich",7.3,83,"1981",58797,"1981-07-10","http://www.imdb.com/title/tt0082406/","0082406","The Fox and the Hound",1981,"Animation","G","83","Fresh",69,"Upright",78,"Mickey Rooney","Kurt Russell","Keith Coogan","Pearl Bailey","Jack Albertson","Corey Feldman","Buena Vista Pictures","http://www.rottentomatoes.com/m/fox_and_the_hound/"
"Commando","Feature Film","Mark L. Lester",6.7,90,"1985",103589,"1985-10-04","http://www.imdb.com/title/tt0088944/","0088944","Commando",1985,"Action & Adventure","R","90","Fresh",69,"Upright",67,"Arnold Schwarzenegger","Alyssa Milano","Rae Dawn Chong","Dan Hedaya","Vernon Wells","Mark L. Lester","20th Century Fox","http://www.rottentomatoes.com/m/1004567-commando/"
"The Matrix","Feature Film","The Wachowski Brothers, The Wachowski Brothers",8.7,136,"1999",1116148,"1999-03-31","http://www.imdb.com/title/tt0133093/","0133093","The Matrix",1999,"Action & Adventure","R","136","Certified Fresh",87,"Upright",85,"Keanu Reeves","Laurence Fishburne","Carrie-Anne Moss","Joe Pantoliano","Hugo Weaving","Larry Wachowski","Warner Bros. Pictures","http://www.rottentomatoes.com/m/matrix/"
"World Trade Center","Feature Film","Oliver Stone",6,129,"2006",65319,"2006-08-09","http://www.imdb.com/title/tt0469641/","0469641","World Trade Center",2006,"Drama","PG-13","129","Fresh",68,"Upright",60,"Nicolas Cage","Michael Pena","Maggie Gyllenhaal","Maria Bello","Stephen Dorff","Oliver Stone","Paramount Pictures","http://www.rottentomatoes.com/m/world_trade_center/"
"Death Sentence","Feature Film","James Wan",6.8,105,"2007",58000,"2007-08-01","http://www.imdb.com/title/tt0804461/","0804461","Death Sentence",2007,"Drama","R","111","Rotten",20,"Upright",61,"Kevin Bacon","Garrett Hedlund","Kelly Preston","John Goodman","Aisha Tyler","James Wan","Fox Atomic","http://www.rottentomatoes.com/m/death_sentence/"
"Transamerica","Feature Film","Duncan Tucker",7.5,103,"2005",35281,"2005-02-14","http://www.imdb.com/title/tt0407265/","0407265","Transamerica",2006,"Drama","R","103","Certified Fresh",76,"Upright",83,"Felicity Huffman","Kevin Zegers","Fionnula Flanagan","Graham Greene (II)","Elizabeth Pena","Duncan Tucker","Weinstein Company","http://www.rottentomatoes.com/m/transamerica/"
"Undertow","Feature Film","Javier Fuentes-León",7.8,100,"2009",4623,"2009-09-23","http://www.imdb.com/title/tt1368491/","1368491","Undertow",2010,"Drama","Unrated","100","Fresh",88,"Upright",89,"Cristian Mercado","Tatiana Astengo","Manolo Cardona","Atilia Boschetti","Jose Chacaltana","Javier Fuentes-len","The Film Collaborative","http://www.rottentomatoes.com/m/undertow_2009/"
"The Romantics","Feature Film","Galt Niederhoffer",5.1,95,"2010",9747,"2010-01-24","http://www.imdb.com/title/tt1403988/","1403988","The Romantics",2010,"Drama","PG-13","96","Rotten",15,"Spilled",21,"Katie Holmes","Josh Duhamel","Anna Paquin","Malin Akerman","Adam Brody","Galt Niederhoffer","Benaroya Pictures","http://www.rottentomatoes.com/m/the-romantics/"
"Transit","Feature Film","Antonio Negret",5.8,88,"2012",8887,"2012-01-03","http://www.imdb.com/title/tt1059836/","1059836","Transit",2012,"Drama","R","88","Rotten",43,"Spilled",31,"Elisabeth Rohm","Jim Caviezel","James Frain","Harold Perrineau Jr.","Diora Baird","Antonio Negret","After Dark Films","http://www.rottentomatoes.com/m/transit_2012/"
"Knight Rider 2000","TV Movie","Alan J. Levi",4.8,91,"1991",1794,"1991-05-19","http://www.imdb.com/title/tt0102227/","0102227","Knight Rider 2000",1991,"Action & Adventure","Unrated","97",NA,-1,"Spilled",42,"David Hasselhoff","Edward Mulhare","Susan Norman","Carmen Argenziano","Carmen Agrenziano","Alan J. Levi",NA,"http://www.rottentomatoes.com/m/knight-rider-2000/"
"Gunmen","Feature Film","Deran Sarafian",5.2,94,"1993",2581,"1993-05-21","http://www.imdb.com/title/tt0109959/","0109959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbie Rides Again","Feature Film","Robert Stevenson",5.6,88,"1974",5096,"1974-02-12","http://www.imdb.com/title/tt0071607/","0071607","Herbie Rides Again",1974,"Action & Adventure","G","88","Fresh",80,"Spilled",52,"Helen Hayes","Ken Berry","Stefanie Powers","John McIntire","Keenan Wynn","Robert Stevenson","Disney","http://www.rottentomatoes.com/m/herbie_rides_again/"
"Derailed","Feature Film","Mikael Håfström",6.6,108,"2005",60898,"2005-11-11","http://www.imdb.com/title/tt0398017/","0398017","Derailed",2005,"Mystery & Suspense","R","107","Rotten",20,"Spilled",58,"Clive Owen","Jennifer Aniston","Vincent Cassel","Melissa George","Tom Conti","Addison Timlin","The Weinstein Company","http://www.rottentomatoes.com/m/derailed/"
"Sgt. Bilko","Feature Film","Jonathan Lynn",5.7,93,"1996",17051,"1996-03-29","http://www.imdb.com/title/tt0117608/","0117608","Sgt. Bilko",1996,"Comedy","PG","94","Rotten",32,"Spilled",47,"Steve Martin","Dan Aykroyd","Phil Hartman","Glenne Headly","Daryl 'Chill' Mitchell","Jonathan Lynn","MCA Universal Home Video","http://www.rottentomatoes.com/m/sgt_bilko/"
"Tom Brown's Schooldays","TV Movie","David Moore",7.6,93,"2005",856,"2005-01-01","http://www.imdb.com/title/tt0415322/","0415322","Tom Brown's Schooldays",2004,"Drama","Unrated","93",NA,-1,"Upright",74,"Stephen Fry","Jemma Redgrave","Alex Pettyfer","Joseph Beattie","Harry Michell","Dave Moore",NA,"http://www.rottentomatoes.com/m/tom_browns_schooldays/"
"Straw Dogs","Feature Film","Rod Lurie",5.8,110,"2011",25856,"2011-09-16","http://www.imdb.com/title/tt0999913/","0999913","Straw Dogs",2011,"Mystery & Suspense","R","109","Rotten",41,"Spilled",34,"James Marsden","Kate Bosworth","James Woods","Dominic Purcell","Rhys Coiro","Rod Lurie","Sony Pictures/Screen Gems","http://www.rottentomatoes.com/m/straw-dogs-2011/"
"Assassination","Feature Film","Peter Hunt",5,88,"1987",1936,"1987-01-09","http://www.imdb.com/title/tt0092585/","0092585","Assassination",1987,"Drama","PG-13","93",NA,-1,"Spilled",20,"Jill Ireland","Charles Bronson","Stephen Elliott","Jan Gan Boyd","Randy Brooks","Peter Hunt","Media Home Entertainment","http://www.rottentomatoes.com/m/assassination/"
"The Black Hole","Feature Film","Gary Nelson",5.9,98,"1979",17717,"1979-12-18","http://www.imdb.com/title/tt0078869/","0078869","The Black Hole",1979,"Action & Adventure","PG","97","Rotten",43,"Spilled",46,"Maximilian Schell","Anthony Perkins","Robert Forster","Joseph Bottoms","Ernest Borgnine","Gary Nelson","Walt Disney Productions","http://www.rottentomatoes.com/m/1002497-black_hole/"
"The Bear","Feature Film","Jean-Jacques Annaud",7.7,96,"1988",12332,"1988-10-19","http://www.imdb.com/title/tt0095800/","0095800","The Bear",1989,"Drama","PG","96","Fresh",92,"Upright",81,"Tcheky Karyo","Douce the Bear","Bart the Bear","Jack Wallace","Doc the Bear","Jean-Jacques Annaud","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/the_bear_1989/"
"Disturbing Behavior","Feature Film","David Nutter",5.5,84,"1998",16667,"1998-07-24","http://www.imdb.com/title/tt0134619/","0134619","Disturbing Behavior",1998,"Horror","R","83","Rotten",33,"Spilled",40,"Katie Holmes","James Marsden","Nick Stahl","Bruce Greenwood","William Sadler","David Nutter","MGM Home Entertainment","http://www.rottentomatoes.com/m/disturbing_behavior/"
"Impostor","Feature Film","Gary Fleder",6.2,95,"2001",19410,"2001-10-27","http://www.imdb.com/title/tt0160399/","0160399","Impostor",2002,"Action & Adventure","PG-13","95","Rotten",22,"Spilled",42,"Gary Sinise","Madeleine Stowe","Vincent D'Onofrio","Madeline Stowe","Tony Shalhoub","Gary Fleder","Dimension Films","http://www.rottentomatoes.com/m/impostor/"
"The Bride","Feature Film","Franc Roddam",5.3,118,"1985",2223,"1985-08-16","http://www.imdb.com/title/tt0088851/","0088851","The Bride",1985,"Drama","PG-13","118","Rotten",22,"Spilled",32,"Sting","Jennifer Beals","Anthony Higgins","Clancy Brown","David Rappaport","Franc Roddam","Sony Pictures Entertainment","http://www.rottentomatoes.com/m/bride/"
"One or the Other","Feature Film","Wolfgang Petersen",7,105,"1974",170,"1974-04-22","http://www.imdb.com/title/tt0071459/","0071459","Einer von uns beiden (One or the Other of Us)",1974,"Action & Adventure","Unrated","90",NA,-1,NA,0,"Elke Sommer","Jurgen Prochnow","Klaus Schwarzkopf","Otto Sander","Ulla Jacobsson","Wolfgang Petersen",NA,"http://www.rottentomatoes.com/m/einer-von-uns-beiden/"
"Emmanuelle II","Feature Film","Francis Giacobetti",4.6,83,"1975",2132,"1975-12-15","http://www.imdb.com/title/tt0072933/","0072933","Emmanuelle: The Joys of a Woman",1976,"Adult","NC-17","92",NA,-1,NA,21,"Sylvia Kristel","Umberto Orsini","Frederic Lagache","Catherine Rivet","Henry Czarniak","Francis Giacobetti",NA,"http://www.rottentomatoes.com/m/emmanuelle_the_joys_of_a_woman/"
"The Village","Feature Film","M. Night Shyamalan",6.5,108,"2004",184816,"2004-07-26","http://www.imdb.com/title/tt0368447/","0368447","The Village",2004,"Drama","PG-13","109","Rotten",43,"Spilled",57,"Bryce Dallas Howard","Joaquin Phoenix","Adrien Brody","William Hurt","Sigourney Weaver","M. Night Shyamalan","Buena Vista","http://www.rottentomatoes.com/m/village/"
"Ilsa the Tigress of Siberia","Feature Film","Jean Lafleur",4.9,90,"1977",1204,"1977-09-30","http://www.imdb.com/title/tt0078398/","0078398","The Tigress",1977,"Drama","R","85",NA,-1,"Spilled",43,"Dyanne Thorne","Michel Morin","Tony Angelo","Terry Coady","Howard Maurer","Jean LaFleur","Cinepix","http://www.rottentomatoes.com/m/the_tigress_1977/"
"The Flight Before Christmas","Feature Film","Michael Hegner, Kari Juusonen",6.2,80,"2008",2297,"2008-09-22","http://www.imdb.com/title/tt0885415/","0885415","Niko and the Way to the Stars (Niko - Lentajan poika)",2008,"Action & Adventure","Unrated","75",NA,-1,"Spilled",46,"Oliver Ryborg","Jens Jacob Tychsen","Camilla Bendix","Esben Pretzmann","Lars Mikkelsen","Kari Juusonen",NA,"http://www.rottentomatoes.com/m/niko-and-the-way-to-the-stars/"
"Buried","Feature Film","Rodrigo Cortés",7,95,"2010",111098,"2010-01-23","http://www.imdb.com/title/tt1462758/","1462758","Buried",2010,"Mystery & Suspense","R","95","Certified Fresh",87,"Upright",64,"Ryan Reynolds","Ivana Mino","Jose Luis Garcia-Perez","Jose Luis Garcia Perez","Robert Paterson","Rodrigo Cortes","Lionsgate","http://www.rottentomatoes.com/m/buried/"
"This Boy's Life","Feature Film","Michael Caton-Jones",7.3,115,"1993",32238,"1993-04-09","http://www.imdb.com/title/tt0108330/","0108330","This Boy's Life",1993,"Drama","R","115","Fresh",75,"Upright",79,"Robert De Niro","Ellen Barkin","Leonardo DiCaprio","Jonah Blechman","Eliza Dushku","Michael Caton-Jones","Warner Home Video","http://www.rottentomatoes.com/m/this_boys_life/"
"The Creeping Flesh","Feature Film","Freddie Francis",6.3,94,"1973",2017,"1973-02-12","http://www.imdb.com/title/tt0068424/","0068424","Creeping Flesh",1973,"Horror","PG","91","Fresh",80,"Spilled",58,"Peter Cushing","Catherine Finn","Michael Ripper","Duncan Lamont","Harry Locke","Freddie Francis","Columbia Pictures","http://www.rottentomatoes.com/m/creeping_flesh/"
"Carrington","Feature Film","Christopher Hampton",6.8,121,"1995",4263,"1995-05-02","http://www.imdb.com/title/tt0112637/","0112637","Carrington",1995,"Drama","R","120","Rotten",50,"Upright",74,"Emma Thompson","Jonathan Pryce","Steven Waddington","Samuel West","Rufus Sewell","Christopher Hampton","MGM Home Entertainment","http://www.rottentomatoes.com/m/carrington/"
"Prime Suspect 3","Mini-Series","David Drury",8.3,207,"1993",1770,"1993-12-19","http://www.imdb.com/title/tt0106104/","0106104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A Haunted House","Feature Film","Michael Tiddes",5.1,86,"2013",32240,"2013-01-11","http://www.imdb.com/title/tt2243537/","2243537","A Haunted House",2013,"Comedy","R","86","Rotten",10,"Spilled",51,"Marlon Wayans","Essence Atkins","Cedric the Entertainer","Nick Swardson","David Koechner","Michael Tiddes","Open Road Films","http://www.rottentomatoes.com/m/a_haunted_house/"
"Coyote Ugly","Feature Film","David McNally",5.6,100,"2000",86353,"2000-07-31","http://www.imdb.com/title/tt0200550/","0200550","Coyote Ugly",2000,"Drama","PG-13","100","Rotten",22,"Upright",71,"Piper Perabo","Maria Bello","Melanie Lynskey","Adam Garcia","Izabella Miko","David McNally (II)","Buena Vista","http://www.rottentomatoes.com/m/coyote_ugly/"
"Julien Donkey-Boy","Feature Film","",6.6,94,"1999",5144,"1999-09-07","http://www.imdb.com/title/tt0192194/","0192194","Julien Donkey-Boy",1999,"Drama","R","100","Rotten",26,"Upright",72,"Ewen Bremner","Chloe Sevigny","Werner Herzog","Evan Neumann","Joyce Korine","Harmony Korine","Fine Line Features","http://www.rottentomatoes.com/m/julien_donkeyboy/"
"The Tempest","Feature Film","Derek Jarman",6.6,95,"1979",655,"1979-09-13","http://www.imdb.com/title/tt0081613/","0081613","The Tempest",1980,"Drama","R","150","Fresh",80,"Upright",60,"Peter Bull","David Meyer","Neil Cunningham","Heathcote Williams","Toyah Willcox","Derek Jarman","World Northal","http://www.rottentomatoes.com/m/the_tempest_1980/"
"The Great Waldo Pepper","Feature Film","George Roy Hill",6.6,107,"1975",4107,"1975-03-13","http://www.imdb.com/title/tt0073075/","0073075","The Great Waldo Pepper",1975,"Drama","PG","108","Fresh",71,"Spilled",55,"Robert Redford","Bo Svenson","Susan Sarandon","Bo Brundin","Geoffrey Lewis","George Roy Hill","Universal","http://www.rottentomatoes.com/m/great_waldo_pepper/"
"Tales from the Darkside: The Movie","Feature Film","John Harrison",6.2,93,"1990",10051,"1990-05-04","http://www.imdb.com/title/tt0100740/","0100740","Tales from the Darkside: The Movie",1990,"Horror","R","93","Rotten",35,"Spilled",44,"Deborah Harry","Christian Slater","William Hickey","James Remar","David Johansen","John Harrison","Live Home Video","http://www.rottentomatoes.com/m/tales_from_the_darkside_the_movie/"
"Extreme Movie","Feature Film","Adam Jay Epstein, Andrew Jacobson",3.8,86,"2008",9328,"2008-12-05","http://www.imdb.com/title/tt0806147/","0806147","Extreme Movie",2008,"Comedy","R","75",NA,-1,"Spilled",18,"Frankie Muniz","Michael Cera","Ryan Pinkston","Christina DeRosa","Jamie Kennedy","Adam Jay Epstein","Dimension Films/The Weinstein Company","http://www.rottentomatoes.com/m/extreme_movie/"
"Faster","Feature Film","George Tillman Jr.",6.5,98,"2010",77136,"2010-11-24","http://www.imdb.com/title/tt1433108/","1433108","Faster",2010,"Drama","R","98","Rotten",43,"Spilled",49,"Billy Bob Thornton","Oliver Jackson-Cohen","Carla Gugino","Maggie Grace","Moon Bloodgood","George Tillman Jr","CBS Films","http://www.rottentomatoes.com/m/faster-2010/"
"Get Real","Feature Film","Simon Shore",7.7,108,"1998",10102,"1998-08","http://www.imdb.com/title/tt0162973/","0162973","Get Real",1999,"Drama","R","108","Certified Fresh",78,"Upright",84,"Ben Silverstone","Brad Gorton","Charlotte Brittain","Stacy Hart","Stacy A. Hart","Simon Shore","Paramount Pictures","http://www.rottentomatoes.com/m/get_real/"
"K-PAX","Feature Film","Iain Softley",7.4,120,"2001",140094,"2001-10-22","http://www.imdb.com/title/tt0272152/","0272152","K-PAX",2001,"Drama","PG-13","121","Rotten",41,"Upright",75,"Kevin Spacey","Jeff Bridges","Mary McCormack","Alfre Woodard","David Patrick Kelly","Iain Softley","Universal Pictures","http://www.rottentomatoes.com/m/kpax/"
